properties.nombre,properties.libres,timestamp
Buen Pastor,62,2026-04-12 20:35:52.944410
Easo,126,2026-04-12 20:35:52.944410
Geltokia,0,2026-04-12 20:35:52.944410
Illumbe,0,2026-04-12 20:35:52.944410
Katalunia,201,2026-04-12 20:35:52.944410
Kontxa,446,2026-04-12 20:35:52.944410
Kursaal,140,2026-04-12 20:35:52.944410
Okendo,327,2026-04-12 20:35:52.944410
Ondarreta,142,2026-04-12 20:35:52.944410
Pio XII,0,2026-04-12 20:35:52.944410
San Martin,0,2026-04-12 20:35:52.944410
Txofre,108,2026-04-12 20:35:52.944410
Zuatzu,0,2026-04-12 20:35:52.944410
Arcco Amara,0,2026-04-12 21:34:47.627205
Atotxa,63,2026-04-12 21:34:47.627205
Boulevard,134,2026-04-12 21:34:47.627205
Buen Pastor,62,2026-04-12 21:34:47.627205
Easo,126,2026-04-12 21:34:47.627205
Geltokia,0,2026-04-12 21:34:47.627205
Illumbe,0,2026-04-12 21:34:47.627205
Katalunia,201,2026-04-12 21:34:47.627205
Kontxa,446,2026-04-12 21:34:47.627205
Kursaal,140,2026-04-12 21:34:47.627205
Okendo,327,2026-04-12 21:34:47.627205
Ondarreta,142,2026-04-12 21:34:47.627205
Pio XII,0,2026-04-12 21:34:47.627205
San Martin,0,2026-04-12 21:34:47.627205
Txofre,108,2026-04-12 21:34:47.627205
Zuatzu,0,2026-04-12 21:34:47.627205
Arcco Amara,0,2026-04-12 22:34:12.121307
Atotxa,63,2026-04-12 22:34:12.121307
Boulevard,134,2026-04-12 22:34:12.121307
Buen Pastor,62,2026-04-12 22:34:12.121307
Easo,126,2026-04-12 22:34:12.121307
Geltokia,0,2026-04-12 22:34:12.121307
Illumbe,0,2026-04-12 22:34:12.121307
Katalunia,201,2026-04-12 22:34:12.121307
Kontxa,446,2026-04-12 22:34:12.121307
Kursaal,140,2026-04-12 22:34:12.121307
Okendo,327,2026-04-12 22:34:12.121307
Ondarreta,142,2026-04-12 22:34:12.121307
Pio XII,0,2026-04-12 22:34:12.121307
San Martin,0,2026-04-12 22:34:12.121307
Txofre,108,2026-04-12 22:34:12.121307
Zuatzu,0,2026-04-12 22:34:12.121307
Arcco Amara,0,2026-04-12 23:34:27.684235
Atotxa,63,2026-04-12 23:34:27.684235
Boulevard,134,2026-04-12 23:34:27.684235
Buen Pastor,62,2026-04-12 23:34:27.684235
Easo,126,2026-04-12 23:34:27.684235
Geltokia,0,2026-04-12 23:34:27.684235
Illumbe,0,2026-04-12 23:34:27.684235
Katalunia,201,2026-04-12 23:34:27.684235
Kontxa,446,2026-04-12 23:34:27.684235
Kursaal,140,2026-04-12 23:34:27.684235
Okendo,327,2026-04-12 23:34:27.684235
Ondarreta,142,2026-04-12 23:34:27.684235
Pio XII,0,2026-04-12 23:34:27.684235
San Martin,0,2026-04-12 23:34:27.684235
Txofre,108,2026-04-12 23:34:27.684235
Zuatzu,0,2026-04-12 23:34:27.684235
Arcco Amara,0,2026-04-13 02:38:24.210635
Atotxa,63,2026-04-13 02:38:24.210635
Boulevard,134,2026-04-13 02:38:24.210635
Buen Pastor,62,2026-04-13 02:38:24.210635
Easo,126,2026-04-13 02:38:24.210635
Geltokia,0,2026-04-13 02:38:24.210635
Illumbe,0,2026-04-13 02:38:24.210635
Katalunia,201,2026-04-13 02:38:24.210635
Kontxa,446,2026-04-13 02:38:24.210635
Kursaal,140,2026-04-13 02:38:24.210635
Okendo,327,2026-04-13 02:38:24.210635
Ondarreta,142,2026-04-13 02:38:24.210635
Pio XII,0,2026-04-13 02:38:24.210635
San Martin,0,2026-04-13 02:38:24.210635
Txofre,108,2026-04-13 02:38:24.210635
Zuatzu,0,2026-04-13 02:38:24.210635
Arcco Amara,0,2026-04-13 05:41:38.262168
Atotxa,63,2026-04-13 05:41:38.262168
Boulevard,134,2026-04-13 05:41:38.262168
Buen Pastor,62,2026-04-13 05:41:38.262168
Easo,126,2026-04-13 05:41:38.262168
Geltokia,0,2026-04-13 05:41:38.262168
Illumbe,0,2026-04-13 05:41:38.262168
Katalunia,201,2026-04-13 05:41:38.262168
Kontxa,446,2026-04-13 05:41:38.262168
Kursaal,140,2026-04-13 05:41:38.262168
Okendo,327,2026-04-13 05:41:38.262168
Ondarreta,142,2026-04-13 05:41:38.262168
Pio XII,0,2026-04-13 05:41:38.262168
San Martin,0,2026-04-13 05:41:38.262168
Txofre,108,2026-04-13 05:41:38.262168
Zuatzu,0,2026-04-13 05:41:38.262168
Arcco Amara,0,2026-04-13 08:02:47.834514
Atotxa,63,2026-04-13 08:02:47.834514
Boulevard,134,2026-04-13 08:02:47.834514
Buen Pastor,62,2026-04-13 08:02:47.834514
Easo,126,2026-04-13 08:02:47.834514
Geltokia,0,2026-04-13 08:02:47.834514
Illumbe,0,2026-04-13 08:02:47.834514
Katalunia,201,2026-04-13 08:02:47.834514
Kontxa,446,2026-04-13 08:02:47.834514
Kursaal,140,2026-04-13 08:02:47.834514
Okendo,327,2026-04-13 08:02:47.834514
Ondarreta,142,2026-04-13 08:02:47.834514
Pio XII,0,2026-04-13 08:02:47.834514
San Martin,0,2026-04-13 08:02:47.834514
Txofre,108,2026-04-13 08:02:47.834514
Zuatzu,0,2026-04-13 08:02:47.834514
Arcco Amara,0,2026-04-13 10:44:42.885008
Atotxa,63,2026-04-13 10:44:42.885008
Boulevard,134,2026-04-13 10:44:42.885008
Buen Pastor,62,2026-04-13 10:44:42.885008
Easo,126,2026-04-13 10:44:42.885008
Geltokia,0,2026-04-13 10:44:42.885008
Illumbe,0,2026-04-13 10:44:42.885008
Katalunia,201,2026-04-13 10:44:42.885008
Kontxa,446,2026-04-13 10:44:42.885008
Kursaal,140,2026-04-13 10:44:42.885008
Okendo,327,2026-04-13 10:44:42.885008
Ondarreta,142,2026-04-13 10:44:42.885008
Pio XII,0,2026-04-13 10:44:42.885008
San Martin,0,2026-04-13 10:44:42.885008
Txofre,108,2026-04-13 10:44:42.885008
Zuatzu,0,2026-04-13 10:44:42.885008
Arcco Amara,0,2026-04-13 12:01:57.397608
Atotxa,63,2026-04-13 12:01:57.397608
Boulevard,134,2026-04-13 12:01:57.397608
Buen Pastor,62,2026-04-13 12:01:57.397608
Easo,126,2026-04-13 12:01:57.397608
Geltokia,0,2026-04-13 12:01:57.397608
Illumbe,0,2026-04-13 12:01:57.397608
Katalunia,201,2026-04-13 12:01:57.397608
Kontxa,446,2026-04-13 12:01:57.397608
Kursaal,140,2026-04-13 12:01:57.397608
Okendo,327,2026-04-13 12:01:57.397608
Ondarreta,142,2026-04-13 12:01:57.397608
Pio XII,0,2026-04-13 12:01:57.397608
San Martin,0,2026-04-13 12:01:57.397608
Txofre,108,2026-04-13 12:01:57.397608
Zuatzu,0,2026-04-13 12:01:57.397608
Arcco Amara,0,2026-04-13 14:48:25.112643
Atotxa,63,2026-04-13 14:48:25.112643
Boulevard,134,2026-04-13 14:48:25.112643
Buen Pastor,62,2026-04-13 14:48:25.112643
Easo,126,2026-04-13 14:48:25.112643
Geltokia,0,2026-04-13 14:48:25.112643
Illumbe,0,2026-04-13 14:48:25.112643
Katalunia,201,2026-04-13 14:48:25.112643
Kontxa,446,2026-04-13 14:48:25.112643
Kursaal,140,2026-04-13 14:48:25.112643
Okendo,327,2026-04-13 14:48:25.112643
Ondarreta,142,2026-04-13 14:48:25.112643
Pio XII,0,2026-04-13 14:48:25.112643
San Martin,0,2026-04-13 14:48:25.112643
Txofre,108,2026-04-13 14:48:25.112643
Zuatzu,0,2026-04-13 14:48:25.112643
Arcco Amara,0,2026-04-13 16:12:23.654842
Atotxa,63,2026-04-13 16:12:23.654842
Boulevard,134,2026-04-13 16:12:23.654842
Buen Pastor,62,2026-04-13 16:12:23.654842
Easo,126,2026-04-13 16:12:23.654842
Geltokia,0,2026-04-13 16:12:23.654842
Illumbe,0,2026-04-13 16:12:23.654842
Katalunia,201,2026-04-13 16:12:23.654842
Kontxa,446,2026-04-13 16:12:23.654842
Kursaal,140,2026-04-13 16:12:23.654842
Okendo,327,2026-04-13 16:12:23.654842
Ondarreta,142,2026-04-13 16:12:23.654842
Pio XII,0,2026-04-13 16:12:23.654842
San Martin,0,2026-04-13 16:12:23.654842
Txofre,108,2026-04-13 16:12:23.654842
Zuatzu,0,2026-04-13 16:12:23.654842
Arcco Amara,0,2026-04-13 18:00:17.031658
Atotxa,63,2026-04-13 18:00:17.031658
Boulevard,134,2026-04-13 18:00:17.031658
Buen Pastor,62,2026-04-13 18:00:17.031658
Easo,126,2026-04-13 18:00:17.031658
Geltokia,0,2026-04-13 18:00:17.031658
Illumbe,0,2026-04-13 18:00:17.031658
Katalunia,201,2026-04-13 18:00:17.031658
Kontxa,446,2026-04-13 18:00:17.031658
Kursaal,140,2026-04-13 18:00:17.031658
Okendo,327,2026-04-13 18:00:17.031658
Ondarreta,142,2026-04-13 18:00:17.031658
Pio XII,0,2026-04-13 18:00:17.031658
San Martin,0,2026-04-13 18:00:17.031658
Txofre,108,2026-04-13 18:00:17.031658
Zuatzu,0,2026-04-13 18:00:17.031658
Arcco Amara,0,2026-04-13 19:26:04.261831
Atotxa,63,2026-04-13 19:26:04.261831
Boulevard,134,2026-04-13 19:26:04.261831
Buen Pastor,62,2026-04-13 19:26:04.261831
Easo,126,2026-04-13 19:26:04.261831
Geltokia,0,2026-04-13 19:26:04.261831
Illumbe,0,2026-04-13 19:26:04.261831
Katalunia,201,2026-04-13 19:26:04.261831
Kontxa,446,2026-04-13 19:26:04.261831
Kursaal,140,2026-04-13 19:26:04.261831
Okendo,327,2026-04-13 19:26:04.261831
Ondarreta,142,2026-04-13 19:26:04.261831
Pio XII,0,2026-04-13 19:26:04.261831
San Martin,0,2026-04-13 19:26:04.261831
Txofre,108,2026-04-13 19:26:04.261831
Zuatzu,0,2026-04-13 19:26:04.261831
Arcco Amara,0,2026-04-13 20:55:20.639378
Atotxa,63,2026-04-13 20:55:20.639378
Boulevard,134,2026-04-13 20:55:20.639378
Buen Pastor,62,2026-04-13 20:55:20.639378
Easo,126,2026-04-13 20:55:20.639378
Geltokia,0,2026-04-13 20:55:20.639378
Illumbe,0,2026-04-13 20:55:20.639378
Katalunia,201,2026-04-13 20:55:20.639378
Kontxa,446,2026-04-13 20:55:20.639378
Kursaal,140,2026-04-13 20:55:20.639378
Okendo,327,2026-04-13 20:55:20.639378
Ondarreta,142,2026-04-13 20:55:20.639378
Pio XII,0,2026-04-13 20:55:20.639378
San Martin,0,2026-04-13 20:55:20.639378
Txofre,108,2026-04-13 20:55:20.639378
Zuatzu,0,2026-04-13 20:55:20.639378
Arcco Amara,0,2026-04-13 21:50:08.260265
Atotxa,63,2026-04-13 21:50:08.260265
Boulevard,134,2026-04-13 21:50:08.260265
Buen Pastor,62,2026-04-13 21:50:08.260265
Easo,126,2026-04-13 21:50:08.260265
Geltokia,0,2026-04-13 21:50:08.260265
Illumbe,0,2026-04-13 21:50:08.260265
Katalunia,201,2026-04-13 21:50:08.260265
Kontxa,446,2026-04-13 21:50:08.260265
Kursaal,140,2026-04-13 21:50:08.260265
Okendo,327,2026-04-13 21:50:08.260265
Ondarreta,142,2026-04-13 21:50:08.260265
Pio XII,0,2026-04-13 21:50:08.260265
San Martin,0,2026-04-13 21:50:08.260265
Txofre,108,2026-04-13 21:50:08.260265
Zuatzu,0,2026-04-13 21:50:08.260265
Arcco Amara,0,2026-04-13 22:42:36.063733
Atotxa,63,2026-04-13 22:42:36.063733
Boulevard,134,2026-04-13 22:42:36.063733
Buen Pastor,62,2026-04-13 22:42:36.063733
Easo,126,2026-04-13 22:42:36.063733
Geltokia,0,2026-04-13 22:42:36.063733
Illumbe,0,2026-04-13 22:42:36.063733
Katalunia,201,2026-04-13 22:42:36.063733
Kontxa,446,2026-04-13 22:42:36.063733
Kursaal,140,2026-04-13 22:42:36.063733
Okendo,327,2026-04-13 22:42:36.063733
Ondarreta,142,2026-04-13 22:42:36.063733
Pio XII,0,2026-04-13 22:42:36.063733
San Martin,0,2026-04-13 22:42:36.063733
Txofre,108,2026-04-13 22:42:36.063733
Zuatzu,0,2026-04-13 22:42:36.063733
Arcco Amara,0,2026-04-13 23:41:47.201056
Atotxa,63,2026-04-13 23:41:47.201056
Boulevard,134,2026-04-13 23:41:47.201056
Buen Pastor,62,2026-04-13 23:41:47.201056
Easo,126,2026-04-13 23:41:47.201056
Geltokia,0,2026-04-13 23:41:47.201056
Illumbe,0,2026-04-13 23:41:47.201056
Katalunia,201,2026-04-13 23:41:47.201056
Kontxa,446,2026-04-13 23:41:47.201056
Kursaal,140,2026-04-13 23:41:47.201056
Okendo,327,2026-04-13 23:41:47.201056
Ondarreta,142,2026-04-13 23:41:47.201056
Pio XII,0,2026-04-13 23:41:47.201056
San Martin,0,2026-04-13 23:41:47.201056
Txofre,108,2026-04-13 23:41:47.201056
Zuatzu,0,2026-04-13 23:41:47.201056
Arcco Amara,0,2026-04-14 02:32:06.953815
Atotxa,63,2026-04-14 02:32:06.953815
Boulevard,134,2026-04-14 02:32:06.953815
Buen Pastor,62,2026-04-14 02:32:06.953815
Easo,126,2026-04-14 02:32:06.953815
Geltokia,0,2026-04-14 02:32:06.953815
Illumbe,0,2026-04-14 02:32:06.953815
Katalunia,201,2026-04-14 02:32:06.953815
Kontxa,446,2026-04-14 02:32:06.953815
Kursaal,140,2026-04-14 02:32:06.953815
Okendo,327,2026-04-14 02:32:06.953815
Ondarreta,142,2026-04-14 02:32:06.953815
Pio XII,0,2026-04-14 02:32:06.953815
San Martin,0,2026-04-14 02:32:06.953815
Txofre,108,2026-04-14 02:32:06.953815
Zuatzu,0,2026-04-14 02:32:06.953815
Arcco Amara,0,2026-04-14 05:23:02.520506
Atotxa,63,2026-04-14 05:23:02.520506
Boulevard,134,2026-04-14 05:23:02.520506
Buen Pastor,62,2026-04-14 05:23:02.520506
Easo,126,2026-04-14 05:23:02.520506
Geltokia,0,2026-04-14 05:23:02.520506
Illumbe,0,2026-04-14 05:23:02.520506
Katalunia,201,2026-04-14 05:23:02.520506
Kontxa,446,2026-04-14 05:23:02.520506
Kursaal,140,2026-04-14 05:23:02.520506
Okendo,327,2026-04-14 05:23:02.520506
Ondarreta,142,2026-04-14 05:23:02.520506
Pio XII,0,2026-04-14 05:23:02.520506
San Martin,0,2026-04-14 05:23:02.520506
Txofre,108,2026-04-14 05:23:02.520506
Zuatzu,0,2026-04-14 05:23:02.520506
Arcco Amara,0,2026-04-14 07:45:18.908844
Atotxa,63,2026-04-14 07:45:18.908844
Boulevard,134,2026-04-14 07:45:18.908844
Buen Pastor,62,2026-04-14 07:45:18.908844
Easo,126,2026-04-14 07:45:18.908844
Geltokia,0,2026-04-14 07:45:18.908844
Illumbe,0,2026-04-14 07:45:18.908844
Katalunia,201,2026-04-14 07:45:18.908844
Kontxa,446,2026-04-14 07:45:18.908844
Kursaal,140,2026-04-14 07:45:18.908844
Okendo,327,2026-04-14 07:45:18.908844
Ondarreta,142,2026-04-14 07:45:18.908844
Pio XII,0,2026-04-14 07:45:18.908844
San Martin,0,2026-04-14 07:45:18.908844
Txofre,108,2026-04-14 07:45:18.908844
Zuatzu,0,2026-04-14 07:45:18.908844
Arcco Amara,0,2026-04-14 09:17:19.306167
Atotxa,63,2026-04-14 09:17:19.306167
Boulevard,134,2026-04-14 09:17:19.306167
Buen Pastor,62,2026-04-14 09:17:19.306167
Easo,126,2026-04-14 09:17:19.306167
Geltokia,0,2026-04-14 09:17:19.306167
Illumbe,0,2026-04-14 09:17:19.306167
Katalunia,201,2026-04-14 09:17:19.306167
Kontxa,446,2026-04-14 09:17:19.306167
Kursaal,140,2026-04-14 09:17:19.306167
Okendo,327,2026-04-14 09:17:19.306167
Ondarreta,142,2026-04-14 09:17:19.306167
Pio XII,0,2026-04-14 09:17:19.306167
San Martin,0,2026-04-14 09:17:19.306167
Txofre,108,2026-04-14 09:17:19.306167
Zuatzu,0,2026-04-14 09:17:19.306167
Arcco Amara,0,2026-04-14 11:02:39.845496
Atotxa,63,2026-04-14 11:02:39.845496
Boulevard,134,2026-04-14 11:02:39.845496
Buen Pastor,62,2026-04-14 11:02:39.845496
Easo,126,2026-04-14 11:02:39.845496
Geltokia,0,2026-04-14 11:02:39.845496
Illumbe,0,2026-04-14 11:02:39.845496
Katalunia,201,2026-04-14 11:02:39.845496
Kontxa,446,2026-04-14 11:02:39.845496
Kursaal,140,2026-04-14 11:02:39.845496
Okendo,327,2026-04-14 11:02:39.845496
Ondarreta,142,2026-04-14 11:02:39.845496
Pio XII,0,2026-04-14 11:02:39.845496
San Martin,0,2026-04-14 11:02:39.845496
Txofre,108,2026-04-14 11:02:39.845496
Zuatzu,0,2026-04-14 11:02:39.845496
Arcco Amara,0,2026-04-14 13:25:17.708868
Atotxa,63,2026-04-14 13:25:17.708868
Boulevard,134,2026-04-14 13:25:17.708868
Buen Pastor,62,2026-04-14 13:25:17.708868
Easo,126,2026-04-14 13:25:17.708868
Geltokia,0,2026-04-14 13:25:17.708868
Illumbe,0,2026-04-14 13:25:17.708868
Katalunia,201,2026-04-14 13:25:17.708868
Kontxa,446,2026-04-14 13:25:17.708868
Kursaal,140,2026-04-14 13:25:17.708868
Okendo,327,2026-04-14 13:25:17.708868
Ondarreta,142,2026-04-14 13:25:17.708868
Pio XII,0,2026-04-14 13:25:17.708868
San Martin,0,2026-04-14 13:25:17.708868
Txofre,108,2026-04-14 13:25:17.708868
Zuatzu,0,2026-04-14 13:25:17.708868
Arcco Amara,0,2026-04-14 15:12:39.469397
Atotxa,63,2026-04-14 15:12:39.469397
Boulevard,134,2026-04-14 15:12:39.469397
Buen Pastor,62,2026-04-14 15:12:39.469397
Easo,126,2026-04-14 15:12:39.469397
Geltokia,0,2026-04-14 15:12:39.469397
Illumbe,0,2026-04-14 15:12:39.469397
Katalunia,201,2026-04-14 15:12:39.469397
Kontxa,446,2026-04-14 15:12:39.469397
Kursaal,140,2026-04-14 15:12:39.469397
Okendo,327,2026-04-14 15:12:39.469397
Ondarreta,142,2026-04-14 15:12:39.469397
Pio XII,0,2026-04-14 15:12:39.469397
San Martin,0,2026-04-14 15:12:39.469397
Txofre,108,2026-04-14 15:12:39.469397
Zuatzu,0,2026-04-14 15:12:39.469397
Arcco Amara,0,2026-04-14 17:06:50.828565
Atotxa,63,2026-04-14 17:06:50.828565
Boulevard,134,2026-04-14 17:06:50.828565
Buen Pastor,62,2026-04-14 17:06:50.828565
Easo,126,2026-04-14 17:06:50.828565
Geltokia,0,2026-04-14 17:06:50.828565
Illumbe,0,2026-04-14 17:06:50.828565
Katalunia,201,2026-04-14 17:06:50.828565
Kontxa,446,2026-04-14 17:06:50.828565
Kursaal,140,2026-04-14 17:06:50.828565
Okendo,327,2026-04-14 17:06:50.828565
Ondarreta,142,2026-04-14 17:06:50.828565
Pio XII,0,2026-04-14 17:06:50.828565
San Martin,0,2026-04-14 17:06:50.828565
Txofre,108,2026-04-14 17:06:50.828565
Zuatzu,0,2026-04-14 17:06:50.828565
Arcco Amara,0,2026-04-14 19:15:08.119107
Atotxa,63,2026-04-14 19:15:08.119107
Boulevard,134,2026-04-14 19:15:08.119107
Buen Pastor,62,2026-04-14 19:15:08.119107
Easo,126,2026-04-14 19:15:08.119107
Geltokia,0,2026-04-14 19:15:08.119107
Illumbe,0,2026-04-14 19:15:08.119107
Katalunia,201,2026-04-14 19:15:08.119107
Kontxa,446,2026-04-14 19:15:08.119107
Kursaal,140,2026-04-14 19:15:08.119107
Okendo,327,2026-04-14 19:15:08.119107
Ondarreta,142,2026-04-14 19:15:08.119107
Pio XII,0,2026-04-14 19:15:08.119107
San Martin,0,2026-04-14 19:15:08.119107
Txofre,108,2026-04-14 19:15:08.119107
Zuatzu,0,2026-04-14 19:15:08.119107
Arcco Amara,0,2026-04-14 20:53:34.940981
Atotxa,63,2026-04-14 20:53:34.940981
Boulevard,134,2026-04-14 20:53:34.940981
Buen Pastor,62,2026-04-14 20:53:34.940981
Easo,126,2026-04-14 20:53:34.940981
Geltokia,0,2026-04-14 20:53:34.940981
Illumbe,0,2026-04-14 20:53:34.940981
Katalunia,201,2026-04-14 20:53:34.940981
Kontxa,446,2026-04-14 20:53:34.940981
Kursaal,140,2026-04-14 20:53:34.940981
Okendo,327,2026-04-14 20:53:34.940981
Ondarreta,142,2026-04-14 20:53:34.940981
Pio XII,0,2026-04-14 20:53:34.940981
San Martin,0,2026-04-14 20:53:34.940981
Txofre,108,2026-04-14 20:53:34.940981
Zuatzu,0,2026-04-14 20:53:34.940981
Arcco Amara,0,2026-04-14 21:51:53.495948
Atotxa,63,2026-04-14 21:51:53.495948
Boulevard,134,2026-04-14 21:51:53.495948
Buen Pastor,62,2026-04-14 21:51:53.495948
Easo,126,2026-04-14 21:51:53.495948
Geltokia,0,2026-04-14 21:51:53.495948
Illumbe,0,2026-04-14 21:51:53.495948
Katalunia,201,2026-04-14 21:51:53.495948
Kontxa,446,2026-04-14 21:51:53.495948
Kursaal,140,2026-04-14 21:51:53.495948
Okendo,327,2026-04-14 21:51:53.495948
Ondarreta,142,2026-04-14 21:51:53.495948
Pio XII,0,2026-04-14 21:51:53.495948
San Martin,0,2026-04-14 21:51:53.495948
Txofre,108,2026-04-14 21:51:53.495948
Zuatzu,0,2026-04-14 21:51:53.495948
Arcco Amara,0,2026-04-14 22:44:12.423968
Atotxa,63,2026-04-14 22:44:12.423968
Boulevard,134,2026-04-14 22:44:12.423968
Buen Pastor,62,2026-04-14 22:44:12.423968
Easo,126,2026-04-14 22:44:12.423968
Geltokia,0,2026-04-14 22:44:12.423968
Illumbe,0,2026-04-14 22:44:12.423968
Katalunia,201,2026-04-14 22:44:12.423968
Kontxa,446,2026-04-14 22:44:12.423968
Kursaal,140,2026-04-14 22:44:12.423968
Okendo,327,2026-04-14 22:44:12.423968
Ondarreta,142,2026-04-14 22:44:12.423968
Pio XII,0,2026-04-14 22:44:12.423968
San Martin,0,2026-04-14 22:44:12.423968
Txofre,108,2026-04-14 22:44:12.423968
Zuatzu,0,2026-04-14 22:44:12.423968
Arcco Amara,0,2026-04-14 23:41:13.775107
Atotxa,63,2026-04-14 23:41:13.775107
Boulevard,134,2026-04-14 23:41:13.775107
Buen Pastor,62,2026-04-14 23:41:13.775107
Easo,126,2026-04-14 23:41:13.775107
Geltokia,0,2026-04-14 23:41:13.775107
Illumbe,0,2026-04-14 23:41:13.775107
Katalunia,201,2026-04-14 23:41:13.775107
Kontxa,446,2026-04-14 23:41:13.775107
Kursaal,140,2026-04-14 23:41:13.775107
Okendo,327,2026-04-14 23:41:13.775107
Ondarreta,142,2026-04-14 23:41:13.775107
Pio XII,0,2026-04-14 23:41:13.775107
San Martin,0,2026-04-14 23:41:13.775107
Txofre,108,2026-04-14 23:41:13.775107
Zuatzu,0,2026-04-14 23:41:13.775107
Arcco Amara,0,2026-04-15 02:30:28.424199
Atotxa,63,2026-04-15 02:30:28.424199
Boulevard,134,2026-04-15 02:30:28.424199
Buen Pastor,62,2026-04-15 02:30:28.424199
Easo,126,2026-04-15 02:30:28.424199
Geltokia,0,2026-04-15 02:30:28.424199
Illumbe,0,2026-04-15 02:30:28.424199
Katalunia,201,2026-04-15 02:30:28.424199
Kontxa,446,2026-04-15 02:30:28.424199
Kursaal,140,2026-04-15 02:30:28.424199
Okendo,327,2026-04-15 02:30:28.424199
Ondarreta,142,2026-04-15 02:30:28.424199
Pio XII,0,2026-04-15 02:30:28.424199
San Martin,0,2026-04-15 02:30:28.424199
Txofre,108,2026-04-15 02:30:28.424199
Zuatzu,0,2026-04-15 02:30:28.424199
Arcco Amara,0,2026-04-15 05:23:30.810656
Atotxa,63,2026-04-15 05:23:30.810656
Boulevard,134,2026-04-15 05:23:30.810656
Buen Pastor,62,2026-04-15 05:23:30.810656
Easo,126,2026-04-15 05:23:30.810656
Geltokia,0,2026-04-15 05:23:30.810656
Illumbe,0,2026-04-15 05:23:30.810656
Katalunia,201,2026-04-15 05:23:30.810656
Kontxa,446,2026-04-15 05:23:30.810656
Kursaal,140,2026-04-15 05:23:30.810656
Okendo,327,2026-04-15 05:23:30.810656
Ondarreta,142,2026-04-15 05:23:30.810656
Pio XII,0,2026-04-15 05:23:30.810656
San Martin,0,2026-04-15 05:23:30.810656
Txofre,108,2026-04-15 05:23:30.810656
Zuatzu,0,2026-04-15 05:23:30.810656
Arcco Amara,0,2026-04-15 07:45:03.419121
Atotxa,63,2026-04-15 07:45:03.419121
Boulevard,134,2026-04-15 07:45:03.419121
Buen Pastor,62,2026-04-15 07:45:03.419121
Easo,126,2026-04-15 07:45:03.419121
Geltokia,0,2026-04-15 07:45:03.419121
Illumbe,0,2026-04-15 07:45:03.419121
Katalunia,201,2026-04-15 07:45:03.419121
Kontxa,446,2026-04-15 07:45:03.419121
Kursaal,140,2026-04-15 07:45:03.419121
Okendo,327,2026-04-15 07:45:03.419121
Ondarreta,142,2026-04-15 07:45:03.419121
Pio XII,0,2026-04-15 07:45:03.419121
San Martin,0,2026-04-15 07:45:03.419121
Txofre,108,2026-04-15 07:45:03.419121
Zuatzu,0,2026-04-15 07:45:03.419121
Arcco Amara,0,2026-04-15 09:18:45.260229
Atotxa,63,2026-04-15 09:18:45.260229
Boulevard,134,2026-04-15 09:18:45.260229
Buen Pastor,62,2026-04-15 09:18:45.260229
Easo,126,2026-04-15 09:18:45.260229
Geltokia,0,2026-04-15 09:18:45.260229
Illumbe,0,2026-04-15 09:18:45.260229
Katalunia,201,2026-04-15 09:18:45.260229
Kontxa,446,2026-04-15 09:18:45.260229
Kursaal,140,2026-04-15 09:18:45.260229
Okendo,327,2026-04-15 09:18:45.260229
Ondarreta,142,2026-04-15 09:18:45.260229
Pio XII,0,2026-04-15 09:18:45.260229
San Martin,0,2026-04-15 09:18:45.260229
Txofre,108,2026-04-15 09:18:45.260229
Zuatzu,0,2026-04-15 09:18:45.260229
Arcco Amara,0,2026-04-15 10:58:54.421279
Atotxa,63,2026-04-15 10:58:54.421279
Boulevard,134,2026-04-15 10:58:54.421279
Buen Pastor,62,2026-04-15 10:58:54.421279
Easo,126,2026-04-15 10:58:54.421279
Geltokia,0,2026-04-15 10:58:54.421279
Illumbe,0,2026-04-15 10:58:54.421279
Katalunia,201,2026-04-15 10:58:54.421279
Kontxa,446,2026-04-15 10:58:54.421279
Kursaal,140,2026-04-15 10:58:54.421279
Okendo,327,2026-04-15 10:58:54.421279
Ondarreta,142,2026-04-15 10:58:54.421279
Pio XII,0,2026-04-15 10:58:54.421279
San Martin,0,2026-04-15 10:58:54.421279
Txofre,108,2026-04-15 10:58:54.421279
Zuatzu,0,2026-04-15 10:58:54.421279
Arcco Amara,0,2026-04-15 12:00:36.124855
Atotxa,63,2026-04-15 12:00:36.124855
Boulevard,134,2026-04-15 12:00:36.124855
Buen Pastor,62,2026-04-15 12:00:36.124855
Easo,126,2026-04-15 12:00:36.124855
Geltokia,0,2026-04-15 12:00:36.124855
Illumbe,0,2026-04-15 12:00:36.124855
Katalunia,201,2026-04-15 12:00:36.124855
Kontxa,446,2026-04-15 12:00:36.124855
Kursaal,140,2026-04-15 12:00:36.124855
Okendo,327,2026-04-15 12:00:36.124855
Ondarreta,142,2026-04-15 12:00:36.124855
Pio XII,0,2026-04-15 12:00:36.124855
San Martin,0,2026-04-15 12:00:36.124855
Txofre,108,2026-04-15 12:00:36.124855
Zuatzu,0,2026-04-15 12:00:36.124855
Arcco Amara,0,2026-04-15 13:58:41.233612
Atotxa,63,2026-04-15 13:58:41.233612
Boulevard,134,2026-04-15 13:58:41.233612
Buen Pastor,62,2026-04-15 13:58:41.233612
Easo,126,2026-04-15 13:58:41.233612
Geltokia,0,2026-04-15 13:58:41.233612
Illumbe,0,2026-04-15 13:58:41.233612
Katalunia,201,2026-04-15 13:58:41.233612
